2014062701   11,07,10,03,06
2014062684   02,04,11,07,08
2014062683   04,02,03,06,11
2014062682   07,06,01,03,02
2014062681   01,02,09,11,06
2014062680   11,02,10,06,01
2014062679   07,04,09,03,10
2014062678   10,01,09,05,11
2014062677   11,06,02,04,08
2014062676   03,07,05,06,01
2014062675   11,10,03,08,02
2014062674   06,08,03,10,11
2014062673   10,05,11,07,06
2014062672   03,06,10,01,08
2014062671   09,08,02,11,07
2014062670   11,06,10,05,02
2014062669   03,04,08,02,06
2014062668   05,04,02,11,03
2014062667   10,02,09,11,05
2014062666   10,06,05,04,11
2014062665   11,04,05,10,07
2014062664   02,03,11,01,06
2014062663   05,06,02,01,07
2014062662   07,06,04,11,08
2014062661   02,07,01,11,10
2014062660   03,09,10,05,07
2014062659   07,06,09,05,10
2014062658   02,03,11,08,06
2014062657   03,02,05,09,01
2014062656   05,06,02,03,08
2014062655   07,04,01,05,09
2014062654   05,01,06,02,10
2014062653   01,04,05,11,09
2014062652   07,01,05,11,10
2014062651   07,10,04,08,11
2014062650   02,03,08,07,04
2014062649   07,06,01,09,05
2014062648   06,10,08,02,05
2014062647   03,09,02,07,11
2014062646   03,06,04,01,08
2014062645   08,09,04,07,06
2014062644   11,07,10,04,09
2014062643   03,09,02,06,04
2014062642   09,11,01,04,02
2014062641   07,03,04,11,08
2014062640   04,10,11,01,06
2014062639   05,02,06,10,04
2014062638   01,11,04,09,10
2014062637   05,04,10,08,11
2014062636   04,05,07,08,09
2014062635   10,02,04,11,01
2014062634   09,01,04,05,11
2014062633   03,09,11,02,01
2014062632   03,07,10,04,09
2014062631   10,09,06,02,11
2014062630   10,05,07,08,03
2014062629   10,03,02,09,11
2014062628   06,04,09,01,05
2014062627   02,08,07,03,01
2014062626   09,10,04,06,03
2014062625   06,09,05,03,10
2014062624   11,06,10,05,02
2014062623   02,11,01,04,05
2014062622   08,11,05,04,01
2014062621   05,08,02,07,06
2014062620   01,03,07,08,06
2014062619   05,06,02,08,11
2014062618   02,04,01,09,11
2014062617   05,01,11,03,10
2014062616   10,08,01,02,09
2014062615   01,04,10,09,06
2014062614   03,09,05,10,02
2014062613   07,04,05,09,01
2014062612   11,09,02,08,03
2014062611   08,09,11,07,03
2014062610   02,09,03,11,10
2014062609   08,07,04,05,02
2014062608   08,06,03,07,02
2014062607   05,07,01,03,09
2014062606   04,06,02,03,08
2014062605   08,01,10,09,05
2014062604   01,10,11,04,06
2014062603   04,05,07,06,02
2014062602   03,09,11,01,04
2014062601   05,06,01,09,07
2014062584   06,01,11,02,10
2014062583   09,08,02,07,10
2014062582   08,03,02,05,11
2014062581   04,03,07,01,06
2014062580   04,02,11,09,06
2014062579   08,09,06,03,05
2014062578   01,04,02,10,05
2014062577   02,05,03,10,01
2014062576   01,04,05,06,07
2014062575   06,11,01,04,03
2014062574   06,05,01,08,09
2014062573   05,06,02,07,08
2014062572   06,07,11,08,05
2014062571   03,09,04,08,02
2014062570   07,11,05,08,04
2014062569   05,04,03,06,08
2014062568   04,08,09,07,03
2014062567   07,01,10,05,06
2014062566   04,02,07,09,05
2014062565   11,01,02,06,04
2014062564   02,04,03,05,07
2014062563   03,05,07,10,08
2014062562   03,04,09,11,10
2014062561   02,04,11,09,06
2014062560   05,06,02,01,11
2014062559   04,11,07,03,09
2014062558   05,08,06,10,01
2014062557   04,01,03,06,11
2014062556   04,03,09,11,02
2014062555   08,11,05,07,06
2014062554   06,01,04,08,03
2014062553   08,03,06,09,07
2014062552   02,09,03,08,04
2014062551   03,05,08,07,04
2014062550   09,06,08,01,11
2014062549   10,03,04,01,06
2014062548   07,03,01,04,05
2014062547   05,07,06,02,10
2014062546   05,08,06,03,01
2014062545   07,05,03,10,01
2014062544   08,06,10,11,04
2014062543   10,05,01,07,02
2014062542   01,08,05,10,02
2014062541   05,10,04,01,03
2014062540   03,10,11,05,01
2014062539   11,09,07,03,06
2014062538   07,11,09,05,08
2014062537   08,10,07,11,09
2014062536   04,03,01,02,05
2014062535   04,01,08,10,07
2014062534   04,08,11,05,02
2014062533   06,10,07,08,03
2014062532   11,06,10,05,08
2014062531   08,10,06,11,01
2014062530   11,09,05,04,10
2014062529   02,08,10,04,07
2014062528   03,06,08,07,09
2014062527   03,08,02,05,10
2014062526   07,10,03,08,01
2014062525   03,05,07,08,04
2014062524   11,09,02,08,01
2014062523   02,08,10,01,05
2014062522   09,08,03,07,04
2014062521   05,03,07,10,09
2014062520   03,05,11,01,06
2014062519   05,01,10,02,07
2014062518   01,09,06,03,05
2014062517   03,11,01,08,06
2014062516   09,07,02,06,03
2014062515   04,07,10,09,11
2014062514   05,06,03,02,11
2014062513   06,07,10,02,04
2014062512   02,10,04,07,11
2014062511   05,03,08,01,02
2014062510   06,09,07,01,03
2014062509   09,07,10,05,11
2014062508   06,04,02,10,11
2014062507   10,04,03,01,05
2014062506   10,07,04,06,01
2014062505   01,05,10,11,06
2014062504   09,05,06,08,03
2014062503   08,07,09,10,11
2014062502   11,08,05,04,09
2014062501   07,11,08,02,10
2014062484   08,04,02,06,03
2014062483   11,08,05,09,10
2014062482   10,03,09,04,02
2014062481   03,11,01,05,08
2014062480   01,02,06,04,08
2014062479   04,07,11,08,01
2014062478   05,07,01,10,09
2014062477   08,07,04,03,01
2014062476   06,01,05,08,02
2014062475   08,03,06,07,10
2014062474   11,03,09,07,02
2014062473   07,11,03,04,06
2014062472   06,02,11,03,04
2014062471   06,08,09,11,07
2014062470   08,09,01,04,07
2014062469   08,09,04,03,02
2014062468   01,03,05,11,09
2014062467   09,03,05,06,11
2014062466   06,11,03,07,02
2014062465   03,01,07,04,02
2014062464   02,01,11,08,05
2014062463   10,05,01,04,09
2014062462   10,09,06,01,11
2014062461   03,07,05,01,08
2014062460   02,07,06,10,01
2014062459   01,09,05,08,11
2014062458   05,07,04,06,10
2014062457   07,06,11,09,02
2014062456   02,01,06,03,05
2014062455   06,11,10,03,09
2014062454   02,07,03,06,10
2014062453   05,02,06,03,10
2014062452   09,11,02,01,05
2014062451   04,06,07,01,09
2014062450   02,08,03,07,01
2014062449   07,11,06,08,02
2014062448   01,10,07,06,09
2014062447   09,08,01,04,03
2014062446   01,02,04,06,10
2014062445   09,05,10,02,08
2014062444   08,06,01,07,02
2014062443   03,04,02,05,08
2014062442   05,04,02,01,06
2014062441   07,01,10,05,09
2014062440   09,10,04,05,11
2014062439   02,11,05,10,03
2014062438   02,07,03,04,09
2014062437   07,02,03,08,09
2014062436   09,05,04,10,08
2014062435   11,04,09,07,08
2014062434   10,07,11,08,09
2014062433   08,10,01,03,06
2014062432   03,10,07,11,01
2014062431   10,06,08,02,03
2014062430   11,08,04,06,03
2014062429   04,03,09,05,06
2014062428   03,04,01,07,11
2014062427   05,09,10,01,04
2014062426   05,10,04,06,11
2014062425   03,05,06,09,10
2014062424   01,06,09,02,07
2014062423   05,03,02,11,04
2014062422   01,10,04,11,03
2014062421   08,04,07,11,02
2014062420   03,06,10,05,02
2014062419   02,11,07,06,10
2014062418   06,04,05,02,10
2014062417   02,01,03,10,05
2014062416   11,03,05,10,07
2014062415   01,06,02,08,11
2014062414   08,11,03,04,05
2014062413   02,05,11,03,04
2014062412   01,08,04,05,07
2014062411   11,09,02,04,06
2014062410   10,03,04,08,05
2014062409   08,07,05,01,09
2014062408   08,06,07,05,04
2014062407   03,08,09,11,06
2014062406   09,01,04,11,10
2014062405   01,10,11,08,06
2014062404   04,02,10,03,06
2014062403   05,07,09,06,01
2014062402   08,10,11,07,03
2014062401   10,08,06,02,04
2014062384   02,04,03,07,11
2014062383   03,11,02,07,06
2014062382   07,10,09,01,11
2014062381   03,09,11,07,10
2014062380   08,02,07,09,11
2014062379   05,07,09,11,06
2014062378   01,05,03,10,06
2014062377   06,01,09,07,11
2014062376   10,07,01,05,04
2014062375   11,01,03,08,06
2014062374   03,01,04,09,07
2014062373   06,04,10,02,09
2014062372   02,04,11,01,08
2014062371   09,11,10,02,01
2014062370   06,09,03,04,08
2014062369   08,06,01,03,07
2014062368   05,10,11,06,04
2014062367   03,01,08,04,02
2014062366   07,03,02,10,06
2014062365   08,10,01,06,11
2014062364   06,03,02,01,04
2014062363   06,08,05,11,02
2014062362   05,06,08,09,02
2014062361   07,06,04,09,11
2014062360   05,08,07,04,11
2014062359   04,09,08,01,06
2014062358   05,11,02,10,09
2014062357   04,01,09,08,05
2014062356   09,05,10,03,04
2014062355   03,05,11,09,08
2014062354   04,11,06,01,10
2014062353   03,06,11,09,01
2014062352   08,04,07,05,06
2014062351   05,04,09,11,03
2014062350   10,08,04,09,07
2014062349   09,06,11,04,02
2014062348   06,10,05,08,03
2014062347   10,11,07,04,03
2014062346   02,10,08,07,04
2014062345   08,02,06,01,03
2014062344   02,07,09,03,11
2014062343   04,01,07,02,05
2014062342   07,03,05,08,02
2014062341   05,03,06,02,10
2014062340   07,11,08,01,03
2014062339   08,04,03,11,01
2014062338   03,07,09,04,01
2014062337   10,02,03,04,08
2014062336   10,04,03,05,09
2014062335   07,02,06,04,10
2014062334   02,11,09,10,05
2014062333   07,08,01,03,05
2014062332   11,03,07,08,05
2014062331   07,10,08,01,03
2014062330   07,03,02,06,11
2014062329   05,02,04,03,08
2014062328   04,08,02,09,01
2014062327   06,04,09,05,08
2014062326   09,02,07,05,04
2014062325   11,02,03,05,07
2014062324   03,05,02,01,04
2014062323   04,05,01,10,08
2014062322   05,10,11,09,04
2014062321   06,09,11,05,07
2014062320   01,02,11,04,03
2014062319   06,08,09,11,10
2014062318   02,04,08,03,05
2014062317   09,01,05,04,07
2014062316   02,05,01,10,11
2014062315   06,09,07,02,10
2014062314   08,09,10,07,06
2014062313   03,04,02,06,11
2014062312   05,11,04,03,07
2014062311   04,06,07,05,03
2014062310   11,02,05,07,09
2014062309   06,05,10,08,07
2014062308   11,03,09,06,02
2014062307   06,05,11,07,09
2014062306   07,03,01,11,06
2014062305   03,05,10,01,02
2014062304   02,03,10,05,07
2014062303   11,07,09,01,05
2014062302   08,04,06,11,05
2014062301   05,06,01,03,09
2014062284   07,06,08,09,11
2014062283   04,10,11,05,02
2014062282   09,08,07,06,02
2014062281   07,04,01,03,02
2014062280   10,03,04,11,05
2014062279   01,04,06,05,03
2014062278   02,03,09,10,08
2014062277   07,09,05,10,11
2014062276   08,04,03,02,06
2014062275   04,08,01,05,10
2014062274   07,02,06,05,04
2014062273   07,06,11,10,08
2014062272   03,11,07,01,08
2014062271   01,06,02,04,07
2014062270   06,04,09,03,07
2014062269   01,03,02,05,09
2014062268   07,03,01,10,04
2014062267   10,03,08,09,11
2014062266   01,07,02,11,08
2014062265   08,05,04,02,06
2014062264   11,01,04,03,07
2014062263   08,09,07,01,10
2014062262   11,01,06,09,10
2014062261   11,02,05,04,07
2014062260   07,01,06,08,10
2014062259   07,01,11,08,06
2014062258   06,09,10,11,05
2014062257   08,10,02,03,07
2014062256   06,05,04,02,03
2014062255   10,05,11,08,06
2014062254   11,07,06,10,05
2014062253   08,07,06,05,01
2014062252   07,04,10,05,03
2014062251   06,10,03,07,09
2014062250   06,11,04,05,01
2014062249   11,06,05,10,01
2014062248   06,04,05,10,03
2014062247   07,11,03,06,05
2014062246   08,04,02,11,07
2014062245   07,10,09,01,03
2014062244   05,02,09,03,01
2014062243   09,08,10,03,02
2014062242   02,01,08,07,04
2014062241   11,04,07,02,10
2014062240   07,08,09,11,10
2014062239   02,06,07,03,11
2014062238   09,04,03,11,01
2014062237   10,09,05,06,04
2014062236   01,06,02,04,05
2014062235   06,04,09,01,05
2014062234   05,11,09,10,08
2014062233   03,07,10,11,05
2014062232   02,04,01,07,08
2014062231   09,10,04,11,08
2014062230   05,04,03,02,01
2014062229   11,04,01,07,03
2014062228   09,06,11,08,01
2014062227   03,10,08,11,02
2014062226   04,09,02,11,07
2014062225   09,01,02,07,04
2014062224   05,04,09,11,01
2014062223   09,02,01,05,07
2014062222   05,09,11,02,03
2014062221   10,04,03,01,09
2014062220   03,11,10,04,01
2014062219   08,03,05,06,01
2014062218   04,08,02,03,11
2014062217   05,06,10,04,08
2014062216   07,02,06,11,03
2014062215   06,07,10,05,11
2014062214   10,09,01,11,03
2014062213   04,07,09,02,11
2014062212   10,04,08,11,01
2014062211   06,09,10,05,07
2014062210   11,09,02,03,06
2014062209   11,02,06,07,10
2014062208   05,01,04,10,06
2014062207   04,10,11,02,05
2014062206   08,09,11,02,06
2014062205   01,06,08,03,05
2014062204   05,10,04,07,11
2014062203   08,11,05,01,07
2014062202   09,06,07,05,10
2014062201   11,03,10,04,09
2014062184   05,07,02,09,08
2014062183   10,06,03,01,07
2014062182   05,04,07,01,10
2014062181   02,10,03,11,05
2014062180   03,05,04,08,11
2014062179   10,05,02,06,09
2014062178   08,04,07,10,02
2014062177   04,08,03,05,01
2014062176   10,08,06,09,03
2014062175   01,03,07,04,11
2014062174   03,07,04,11,06
2014062173   11,04,07,06,10
2014062172   11,10,01,09,03
2014062171   06,03,04,10,05
2014062170   03,11,06,02,01
2014062169   09,06,04,11,10
2014062168   01,02,05,04,09
2014062167   05,11,01,10,03
2014062166   03,11,08,01,09
2014062165   04,05,09,10,02
2014062164   10,04,11,07,05
2014062163   01,05,07,11,09
2014062162   01,07,02,11,04
2014062161   08,01,04,06,07
2014062160   05,04,02,01,07
2014062159   11,09,07,06,08
2014062158   03,08,05,04,11
2014062157   05,04,10,07,08
2014062156   10,09,06,05,02
2014062155   11,02,06,07,04
2014062154   05,02,07,03,01
2014062153   06,09,08,10,03
2014062152   03,05,08,09,04
2014062151   07,03,02,10,08
2014062150   11,09,10,01,06
2014062149   04,11,09,02,06
2014062148   03,02,08,10,09
2014062147   10,07,01,08,03
2014062146   10,08,04,02,01
2014062145   08,03,06,04,10
2014062144   09,10,02,06,11
2014062143   04,06,11,03,05
2014062142   02,06,01,10,11
2014062141   08,05,09,10,04
2014062140   02,09,05,07,04
2014062139   05,02,11,09,03
2014062138   07,04,01,02,09
2014062137   09,06,03,10,11
2014062136   08,02,10,11,03
2014062135   11,02,08,01,09
2014062134   02,01,07,11,06
2014062133   10,11,02,04,07
2014062132   06,03,08,01,11
2014062131   05,11,04,07,08
2014062130   07,05,02,01,03
2014062129   09,01,02,05,04
2014062128   01,09,04,11,05
2014062127   03,01,07,05,09
2014062126   09,03,08,02,06
2014062125   09,07,08,05,10
2014062124   06,07,08,10,11
2014062123   04,10,09,11,07
2014062122   04,06,09,07,05
2014062121   08,09,05,11,01
2014062120   08,05,06,09,10
2014062119   03,04,08,05,02
2014062118   06,11,07,04,09
2014062117   09,04,06,08,01
2014062116   10,09,07,08,05
2014062115   09,02,11,01,05
2014062114   11,05,04,09,06
2014062113   07,11,01,05,03
2014062112   11,08,07,04,02
2014062111   01,03,09,08,05
2014062110   09,02,11,05,06
2014062109   10,02,05,01,11
2014062108   09,02,04,07,06
2014062107   05,07,10,02,11
2014062106   07,06,08,10,05
2014062105   02,05,11,08,01
2014062104   04,09,01,05,02
2014062103   09,11,10,05,03
2014062102   10,11,06,01,08
2014062101   06,07,05,09,01
2014062084   03,08,06,05,07
2014062083   10,04,11,09,03
2014062082   06,01,08,09,04
2014062081   11,03,07,05,04
2014062080   06,02,10,03,01
2014062079   06,05,02,11,03
2014062078   04,10,02,09,01
2014062077   10,06,11,05,02
2014062076   10,03,09,04,01
2014062075   05,09,07,03,06
2014062074   10,09,05,07,11
2014062073   03,05,04,11,02
2014062072   08,10,09,03,06
2014062071   03,04,08,01,02
2014062070   05,10,08,02,11
2014062069   07,11,02,05,09
2014062068   04,09,08,07,02
2014062067   06,09,07,03,02
2014062066   07,01,09,03,06
2014062065   10,02,04,05,06
2014062064   11,02,06,07,05
2014062063   05,03,04,10,08
2014062062   07,03,09,10,04
2014062061   10,01,02,03,05
2014062060   07,08,03,11,04
2014062059   05,03,07,11,01
2014062058   09,08,07,06,04
2014062057   04,07,03,10,08
2014062056   07,11,03,09,01
2014062055   01,10,11,02,07
2014062054   06,02,07,05,08
2014062053   10,09,03,07,04
2014062052   11,05,03,07,09
2014062051   09,11,01,02,08
2014062050   10,04,02,06,01
2014062049   02,07,11,06,01
2014062048   03,05,04,07,06
2014062047   09,08,05,02,10
2014062046   01,11,05,09,04
2014062045   09,08,07,03,10
2014062044   09,01,04,08,03
2014062043   03,01,04,06,11
2014062042   08,11,07,03,04
2014062041   02,01,04,10,05
2014062040   05,01,03,09,07
2014062039   04,11,02,07,01
2014062038   10,02,01,06,04
2014062037   10,06,08,05,02
2014062036   04,08,03,09,07
2014062035   01,07,04,08,06
2014062034   01,06,09,04,10
2014062033   09,07,04,05,06
2014062032   03,08,02,05,07
2014062031   06,04,02,07,01
2014062030   10,05,02,09,04
2014062029   01,08,10,02,03
2014062028   01,11,08,04,05
2014062027   03,04,08,02,10
2014062026   11,04,05,09,08
2014062025   08,02,05,11,07
2014062024   01,03,08,09,05
2014062023   01,04,10,02,07
2014062022   01,04,07,05,03
2014062021   11,07,10,06,03
2014062020   08,02,06,01,03
2014062019   05,09,01,08,04
2014062018   08,04,05,10,06
2014062017   11,06,07,05,03
2014062016   07,10,03,09,08
2014062015   05,03,09,07,01
2014062014   06,05,10,11,02
2014062013   06,05,03,11,08
2014062012   09,01,02,10,07
2014062011   05,03,07,10,02
2014062010   01,03,02,04,08
2014062009   11,08,09,01,06
2014062008   05,01,10,08,02
2014062007   08,11,09,07,05
2014062006   05,08,06,11,09
2014062005   08,01,03,06,11
2014062004   06,09,05,07,11
2014062003   11,05,01,10,03
2014062002   02,08,03,09,01
2014062001   01,02,10,04,03
2014061984   03,09,01,06,04
2014061983   01,08,06,02,07
2014061982   07,02,06,10,08
2014061981   07,01,09,03,05
2014061980   01,11,08,07,06
2014061979   05,11,02,07,08
2014061978   02,11,04,01,07
2014061977   01,05,10,03,08
2014061976   02,03,11,04,07
2014061975   09,11,03,05,08
2014061974   01,04,03,10,11
2014061973   03,10,07,02,01
2014061972   02,08,09,01,07
2014061971   01,02,04,03,08
2014061970   04,03,08,02,09
2014061969   07,08,03,05,02
2014061968   02,07,03,09,04
2014061967   01,05,10,08,04
2014061966   10,09,11,08,02
2014061965   09,11,06,02,10
2014061964   11,05,06,02,10
2014061963   08,03,05,07,04
2014061962   02,04,07,09,05
2014061961   05,02,11,08,04
2014061960   02,11,06,07,09
2014061959   01,09,10,08,07
2014061958   01,07,02,03,09
2014061957   06,11,08,07,02
2014061956   11,05,09,03,06
2014061955   07,08,02,10,03
2014061954   11,10,08,09,07
2014061953   03,10,08,07,11
2014061952   07,02,11,01,10
2014061951   02,10,08,09,06
2014061950   03,09,06,05,07
2014061949   11,02,01,10,08
2014061948   06,07,09,04,03
2014061947   10,08,11,04,05
2014061946   07,10,08,11,06
2014061945   03,11,04,08,09
2014061944   03,09,01,11,07
2014061943   02,08,07,09,05
2014061942   07,01,05,08,02
2014061941   04,05,02,11,01
2014061940   10,09,01,04,03
2014061939   07,06,11,09,02
2014061938   01,05,10,11,04
2014061937   11,09,10,07,05
2014061936   02,10,05,01,07
2014061935   10,08,07,09,01
2014061934   11,04,03,07,05
2014061933   03,02,08,09,10
2014061932   02,07,04,08,01
2014061931   03,11,01,08,02
2014061930   10,04,06,08,02
2014061929   06,04,07,11,03
2014061928   04,01,03,07,10
2014061927   07,03,05,08,11
2014061926   04,10,02,07,03
2014061925   02,07,11,01,09
2014061924   04,05,02,01,07
2014061923   09,05,07,06,10
2014061922   11,08,10,06,05
2014061921   02,09,06,07,10
2014061920   11,03,08,04,06
2014061919   11,01,04,07,05
2014061918   01,11,08,04,03
2014061917   03,06,10,04,07
2014061916   05,10,08,02,03
2014061915   06,05,10,02,09
2014061914   10,08,04,07,01
2014061913   06,11,03,09,07
2014061912   11,09,01,06,03
2014061911   06,04,11,01,08
2014061910   07,11,04,01,10
2014061909   08,06,03,01,05
2014061908   06,02,04,07,05
2014061907   06,01,07,11,04
2014061906   04,01,10,11,05
2014061905   10,01,03,09,08
2014061904   05,02,11,09,07
2014061903   11,10,08,07,05
2014061902   03,09,08,10,04
2014061901   02,08,11,03,05
2014061884   09,06,05,01,08
2014061883   04,02,08,11,09
2014061882   10,07,04,02,11
2014061881   11,06,10,01,09
2014061880   09,03,07,04,10
2014061879   09,06,11,10,04
2014061878   11,08,09,05,10
2014061877   02,05,04,09,10
2014061876   04,03,06,02,05
2014061875   03,08,09,05,11
2014061874   06,07,08,10,05
2014061873   07,01,09,10,03
2014061872   11,02,08,04,03
2014061871   11,04,10,08,06
2014061870   06,01,02,07,10
2014061869   09,11,01,07,03
2014061868   02,09,06,07,04
2014061867   09,01,02,10,08
2014061866   11,02,10,08,09
2014061865   10,07,04,02,08
2014061864   05,02,11,09,06
2014061863   10,04,02,08,11
2014061862   11,08,02,09,04
2014061861   05,03,07,01,10
2014061860   01,07,08,04,03
2014061859   11,04,05,03,02
2014061858   05,03,09,06,01
2014061857   05,06,03,04,09
2014061856   05,06,01,09,11
2014061855   04,02,01,03,09
2014061854   04,07,01,09,02
2014061853   08,07,04,11,03
2014061852   03,01,02,09,06
2014061851   06,01,02,11,09
2014061850   03,05,08,04,07
2014061849   01,09,07,03,11
2014061848   02,04,05,06,08
2014061847   04,03,02,01,08
2014061846   07,03,02,09,08
2014061845   11,09,05,04,08
2014061844   05,01,03,04,02
2014061843   10,04,08,02,05
2014061842   11,06,03,07,09
2014061841   03,11,01,09,08
2014061840   05,02,09,08,03
2014061839   10,05,11,08,01
2014061838   06,07,01,11,02
2014061837   11,01,03,08,07
2014061836   06,02,03,11,09
2014061835   07,06,11,01,02
2014061834   05,07,03,10,06
2014061833   04,02,09,07,08
2014061832   09,04,10,06,01
2014061831   06,04,11,08,03
2014061830   04,10,02,07,05
2014061829   04,06,07,09,02
2014061828   11,05,02,06,04
2014061827   07,06,10,09,05
2014061826   04,01,10,11,02
2014061825   09,05,03,02,08
2014061824   08,11,01,05,04
2014061823   09,08,01,11,03
2014061822   08,06,07,11,10
2014061821   11,04,05,10,01
2014061820   07,05,08,03,06
2014061819   07,03,04,05,10
2014061818   09,03,08,02,06
2014061817   10,08,04,03,11
2014061816   09,08,05,02,11
2014061815   10,02,06,09,07
2014061814   10,01,11,06,03
2014061813   10,07,04,11,03
2014061812   02,03,05,10,01
2014061811   02,09,10,08,05
2014061810   02,04,10,11,06
2014061809   10,02,09,08,03
2014061808   11,07,01,08,04
2014061807   09,01,04,03,08
2014061806   05,10,09,01,06
2014061805   03,10,01,08,02
2014061804   06,07,10,03,11
2014061803   11,05,02,09,06
2014061802   01,02,05,06,10
2014061801   04,01,09,08,11
2014061784   11,10,01,04,06
2014061783   01,05,03,07,10
2014061782   11,01,07,04,08
2014061781   01,04,05,07,10
2014061780   10,11,04,03,02
2014061779   11,04,07,06,01
2014061778   11,08,09,06,03
2014061777   06,08,09,01,05
2014061776   06,09,07,03,10
2014061775   05,09,11,06,10
2014061774   09,06,01,08,07
2014061773   02,11,04,03,06
2014061772   07,04,06,10,08
2014061771   09,01,11,05,03
2014061770   02,11,10,09,07
2014061769   02,11,03,06,04
2014061768   06,10,03,09,05
2014061767   02,04,01,07,08
2014061766   05,07,11,01,08
2014061765   04,11,01,06,09
2014061764   07,02,04,10,08
2014061763   10,03,09,01,02
2014061762   02,09,10,04,07
2014061761   01,10,04,09,08
2014061760   04,03,01,11,06
2014061759   02,05,04,06,03
2014061758   01,07,03,02,10
2014061757   05,06,02,10,09
2014061756   08,02,09,01,11
2014061755   04,05,09,10,08
2014061754   06,08,01,10,05
2014061753   11,10,06,04,07
2014061752   04,02,07,11,10
2014061751   10,05,02,01,06
2014061750   10,11,06,02,03
2014061749   05,03,01,08,02
2014061748   04,07,02,10,01
2014061747   08,06,05,11,03
2014061746   07,10,11,05,04
2014061745   06,09,07,02,11
2014061744   02,07,11,04,06
2014061743   11,08,04,02,10
2014061742   09,01,07,04,06
2014061741   06,04,08,03,01
2014061740   06,07,04,01,02
2014061739   03,10,06,11,02
2014061738   02,01,06,03,05
2014061737   07,01,02,05,10
2014061736   08,11,07,10,01
2014061735   01,02,09,11,03
2014061734   03,07,04,06,02
2014061733   10,06,08,11,04
2014061732   07,02,01,10,03
2014061731   08,04,10,05,11
2014061730   02,05,10,04,09
2014061729   06,09,03,02,11
2014061728   01,04,03,09,07
2014061727   08,01,07,03,04
2014061726   09,07,10,08,04
2014061725   05,04,08,09,01
2014061724   11,01,06,07,10
2014061723   03,11,07,10,01
2014061722   04,05,03,08,01
2014061721   07,11,08,01,10
2014061720   07,05,04,01,10
2014061719   11,08,04,05,02
2014061718   06,11,09,02,01
2014061717   06,08,05,02,04
2014061716   04,11,07,06,01
2014061715   02,05,01,11,06
2014061714   08,04,11,03,09
2014061713   01,02,10,04,09
2014061712   07,09,01,11,06
2014061711   05,09,02,10,01
2014061710   10,01,11,02,04
2014061709   03,02,11,06,04
2014061708   10,04,01,08,05
2014061707   10,03,04,08,09
2014061706   07,06,11,10,05
2014061705   06,02,07,01,08
2014061704   04,09,01,02,03
2014061703   07,06,09,04,01
2014061702   05,10,11,07,03
2014061701   06,03,08,01,10
2014061684   11,04,02,05,09
2014061683   06,03,09,02,08
2014061682   03,09,02,10,06
2014061681   11,07,05,04,08
2014061680   06,01,10,08,07
2014061679   03,11,06,05,01
2014061678   11,06,10,01,08
2014061677   11,05,04,07,01
2014061676   06,03,05,11,02
